Thu Mar 29 18:47:30 2018, Humidity,T in C,T in F,mS1,mS2,mS3,mS4,mS5,mS6,mS7,mS8,mS9,mS10,mS11,mS12,mS13,mS14,mS15,mS16,p1,p2,p3,p4
Tue Apr  3 23:34:46 2018, 48.30,22.00,71.60,794,817,891,890,892,885,887,889,884,885,900,892,0,896,884,888,0,0,0,0,
Tue Apr  3 23:39:46 2018, 48.40,22.00,71.60,794,816,891,890,891,885,887,889,885,885,900,893,14,897,884,889,0,0,0,0,
Tue Apr  3 23:44:46 2018, 48.20,21.90,71.42,795,816,891,890,891,885,887,888,884,885,899,893,2,896,884,889,0,0,0,0,
Tue Apr  3 23:49:46 2018, 48.30,22.00,71.60,795,816,891,890,891,885,887,889,884,885,900,893,7,896,883,889,0,0,0,0,
Tue Apr  3 23:54:46 2018, 48.20,21.90,71.42,795,816,892,890,891,885,887,889,884,885,900,892,12,897,883,889,0,0,0,0,
Tue Apr  3 23:59:46 2018, 48.20,21.90,71.42,795,816,891,890,891,885,887,889,884,885,900,892,13,897,883,889,0,0,0,0,
Wed Apr  4 00:04:46 2018, 48.20,21.90,71.42,795,817,891,890,892,885,887,889,884,885,899,892,0,896,884,889,0,0,0,0,
Wed Apr  4 00:09:46 2018, 48.20,21.90,71.42,794,816,891,890,892,885,887,889,884,885,899,892,0,896,884,889,0,0,0,0,
Wed Apr  4 00:14:46 2018, 48.30,22.00,71.60,795,817,891,890,892,885,887,889,885,885,899,892,0,895,884,889,0,0,0,0,
Wed Apr  4 00:19:47 2018, 48.20,21.90,71.42,794,817,891,890,892,885,887,889,884,886,899,892,0,896,884,889,0,0,0,0,
Wed Apr  4 00:24:47 2018, 48.20,22.00,71.60,794,817,891,890,892,885,887,889,884,885,899,892,0,896,884,889,0,0,0,0,
Wed Apr  4 00:29:47 2018, 48.20,22.00,71.60,794,816,892,889,892,885,887,889,883,885,900,892,0,897,884,889,0,0,0,0,
Wed Apr  4 00:34:47 2018, 48.20,21.90,71.42,794,816,891,890,891,885,887,889,884,884,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 00:39:47 2018, 48.30,22.00,71.60,795,816,891,890,892,885,886,889,884,885,900,892,11,896,884,889,0,0,0,0,
Wed Apr  4 00:44:47 2018, 48.20,21.90,71.42,794,816,892,889,892,885,887,889,883,885,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 00:49:47 2018, 48.20,21.90,71.42,794,816,891,890,891,885,887,889,884,885,900,892,0,896,884,889,0,0,0,0,
Wed Apr  4 00:54:47 2018, 48.20,21.90,71.42,794,816,891,890,892,885,887,888,884,885,899,892,0,896,884,889,0,0,0,0,
Wed Apr  4 00:59:47 2018, 48.20,22.00,71.60,794,816,891,890,892,885,887,889,883,885,900,892,0,896,884,888,0,0,0,0,
Wed Apr  4 01:04:47 2018, 48.10,21.90,71.42,794,816,891,890,892,885,887,889,884,885,899,893,0,896,882,889,0,0,0,0,
Wed Apr  4 01:09:48 2018, 48.30,22.00,71.60,795,816,892,890,892,885,887,889,884,885,900,893,0,896,884,889,0,0,0,0,
Wed Apr  4 01:14:48 2018, 48.20,22.00,71.60,794,816,891,890,892,885,888,888,884,885,899,892,3,896,883,890,0,0,0,0,
Wed Apr  4 01:19:48 2018, 48.10,21.90,71.42,795,816,891,890,892,885,887,889,885,885,900,893,0,897,882,889,0,0,0,0,
Wed Apr  4 01:24:48 2018, 48.20,22.00,71.60,794,816,891,890,892,885,887,889,884,885,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 01:29:48 2018, 48.20,22.00,71.60,795,817,891,890,891,885,887,888,884,885,899,893,0,896,884,889,0,0,0,0,
Wed Apr  4 01:34:48 2018, 48.30,22.00,71.60,795,817,891,889,892,885,887,888,884,885,899,893,0,896,884,889,0,0,0,0,
Wed Apr  4 01:39:48 2018, 48.20,21.90,71.42,794,816,891,890,892,885,887,888,884,885,899,892,0,896,884,889,0,0,0,0,
Wed Apr  4 01:44:48 2018, 48.20,21.90,71.42,795,816,891,890,892,884,887,888,884,886,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 01:49:48 2018, 48.30,22.00,71.60,795,817,891,890,892,885,887,888,884,885,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 01:54:48 2018, 48.20,22.00,71.60,795,816,891,890,890,885,887,889,884,884,900,892,0,896,884,889,0,0,0,0,
Wed Apr  4 01:59:48 2018, 48.20,22.00,71.60,794,815,891,890,892,885,887,889,884,885,900,892,0,896,883,889,0,0,0,0,
Wed Apr  4 02:04:49 2018, 48.20,21.90,71.42,794,816,891,8948.50,22.00,71.60,795,817,889,890,892,885,887,888,884,885,900,893,1,896,883,889,0,0,0,0,
Wed Apr  4 02:09:49 2018, 48.50,22.00,71.60,795,817,890,890,892,885,887,888,884,885,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:14:49 2018, 48.50,22.00,71.60,794,817,890,889,892,885,887,889,884,886,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:19:49 2018, 48.50,22.00,71.60,795,817,890,889,892,885,887,888,884,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:24:49 2018, 48.60,22.00,71.60,795,816,891,890,891,885,887,889,884,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:29:49 2018, 48.50,21.90,71.42,795,817,890,890,892,885,887,888,884,886,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:34:49 2018, 48.50,22.00,71.60,795,817,890,890,892,885,887,889,884,885,899,893,0,894,883,889,0,0,0,0,
Wed Apr  4 02:39:49 2018, 48.40,21.90,71.42,795,816,891,889,892,885,887,889,884,885,900,893,0,896,884,889,0,0,0,0,
Wed Apr  4 02:44:49 2018, 48.50,22.00,71.60,795,817,891,890,892,885,887,888,884,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:49:49 2018, 48.40,22.00,71.60,795,817,891,888,892,885,887,889,883,885,899,893,0,895,883,889,0,0,0,0,
Wed Apr  4 02:54:49 2018, 48.50,22.00,71.60,795,816,890,889,892,885,887,889,884,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 02:59:50 2018, 48.50,22.00,71.60,795,817,891,889,892,884,886,889,884,886,900,893,0,895,883,889,0,0,0,0,
Wed Apr  4 03:04:50 2018, 48.50,22.00,71.60,795,816,890,889,891,885,887,889,884,884,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 03:09:50 2018, 48.30,21.90,71.42,795,817,891,889,892,885,887,888,884,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 03:14:50 2018, 48.40,22.00,71.60,795,817,890,889,892,885,887,889,884,885,899,893,0,895,883,889,0,0,0,0,
Wed Apr  4 03:19:50 2018, 48.40,22.00,71.60,795,816,891,889,892,885,887,889,884,886,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 03:24:50 2018, 48.50,22.00,71.60,794,817,890,889,892,885,887,889,884,886,899,893,0,896,882,889,0,0,0,0,
Wed Apr  4 03:29:50 2018, 48.40,21.90,71.42,795,816,891,890,892,885,886,889,884,886,900,893,2,895,883,889,0,0,0,0,
Wed Apr  4 03:34:50 2018, 48.50,22.00,71.60,795,817,889,889,892,885,887,888,884,886,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 03:39:50 2018, 48.40,22.00,71.60,795,816,891,890,893,885,887,889,884,886,899,893,0,896,882,889,0,0,0,0,
Wed Apr  4 03:44:50 2018, 48.40,22.00,71.60,794,816,891,889,892,885,886,889,884,885,900,892,0,895,883,889,0,0,0,0,
Wed Apr  4 03:49:50 2018, 48.40,22.00,71.60,795,817,890,889,892,884,887,889,884,886,900,893,0,895,883,889,0,0,0,0,
Wed Apr  4 03:54:50 2018, 48.50,22.00,71.60,795,817,890,889,892,884,887,889,884,886,899,893,0,895,884,889,0,0,0,0,
Wed Apr  4 03:59:51 2018, 48.60,22.00,71.60,795,817,890,889,892,885,887,888,884,886,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:04:51 2018, 48.50,22.00,71.60,795,817,891,889,892,885,887,889,884,885,899,893,3,896,882,889,0,0,0,0,
Wed Apr  4 04:09:51 2018, 48.50,22.00,71.60,795,816,890,889,892,885,886,889,884,886,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:14:51 2018, 48.50,22.00,71.60,795,817,890,890,892,885,887,889,884,886,900,893,0,895,883,889,0,0,0,0,
Wed Apr  4 04:19:51 2018, 48.50,22.00,71.60,795,816,891,889,892,884,887,889,884,886,899,893,0,896,884,889,0,0,0,0,
Wed Apr  4 04:24:51 2018, 48.40,22.00,71.60,795,817,890,890,892,885,887,889,884,886,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:29:51 2018, 48.30,22.00,71.60,795,817,891,889,892,885,886,889,884,886,899,893,0,896,883,890,0,0,0,0,
Wed Apr  4 04:34:51 2018, 48.20,21.90,71.42,795,817,890,889,892,885,886,889,884,885,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:39:51 2018, 48.30,21.90,71.42,794,817,890,889,892,885,887,888,884,886,900,893,0,895,883,889,0,0,0,0,
Wed Apr  4 04:44:51 2018, 48.40,22.00,71.60,795,817,890,889,892,885,887,888,884,886,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:49:51 2018, 48.50,22.00,71.60,795,816,890,890,892,885,887,889,884,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:54:51 2018, 48.50,22.00,71.60,795,816,890,890,892,885,886,889,885,885,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 04:59:51 2018, 48.60,22.00,71.60,795,816,890,889,892,885,886,889,884,885,899,893,1,896,883,889,0,0,0,0,
Wed Apr  4 05:04:52 2018, 48.50,21.90,71.42,795,816,891,889,892,885,887,889,884,886,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 05:09:52 2018, 48.50,21.90,71.42,795,816,890,890,891,886,887,889,884,885,899,893,0,894,883,889,0,0,0,0,
Wed Apr  4 05:14:52 2018, 48.50,21.90,71.42,795,816,890,889,892,885,887,889,884,886,899,893,0,896,884,888,0,0,0,0,
Wed Apr  4 05:19:52 2018, 48.60,22.00,71.60,795,817,889,890,892,885,887,888,884,885,899,893,0,895,883,889,0,0,0,0,
Wed Apr  4 05:24:52 2018, 48.60,22.00,71.60,795,817,890,890,892,885,887,889,884,885,899,893,0,896,883,889,0,0,0,0,
Wed Apr  4 05:29:52 2018, 48.60,22.00,71.60,795,817,890,890,892,885,887,889,884,886,900,893,0,896,883,889,0,0,0,0,
Wed Apr  4 05:34:52 2018, 48.50,22.00,71.60,795,817,890,889,892,885,887,889,884,886,900,893,0,895,884,889,0,0,0,0,
Wed Apr  4 05:39:52 2018, 48.60,22.00,71.60,795,816,891,889,893,885,886,889,884,886,899,893,0,895,883,889,0,0,0,0,
Wed Apr  4 05:44:52 2018, 48.50,22.00,71.60,795,817,890,890,892,886,886,889,884,885,900,893,0,896,883,888,0,0,0,0,
Wed Apr  4 05:49:52 2018, 48.50,22.00,71.60,795,817,890,890,49.10,22.30,72.14,795,822,889,890,892,885,887,891,884,887,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 05:54:53 2018, 49.10,22.20,71.96,795,821,890,889,892,885,887,891,884,885,901,894,0,896,883,891,0,0,0,0,
Wed Apr  4 05:59:53 2018, 49.10,22.30,72.14,795,821,889,890,892,885,887,891,884,886,901,893,11,896,883,890,0,0,0,0,
Wed Apr  4 06:04:53 2018, 49.10,22.30,72.14,795,822,889,889,893,885,887,891,884,886,901,893,0,897,884,890,0,0,0,0,
Wed Apr  4 06:09:53 2018, 49.20,22.30,72.14,795,821,889,889,893,885,887,891,884,886,901,894,0,896,884,890,0,0,0,0,
Wed Apr  4 06:14:53 2018, 49.10,22.30,72.14,795,821,889,889,893,885,887,891,884,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 06:19:53 2018, 49.10,22.30,72.14,795,821,889,889,893,885,887,891,884,886,901,894,0,896,884,890,0,0,0,0,
Wed Apr  4 06:24:53 2018, 49.00,22.30,72.14,795,821,889,889,893,885,888,891,885,886,901,893,9,896,883,890,0,0,0,0,
Wed Apr  4 06:29:53 2018, 49.10,22.30,72.14,795,822,889,889,893,885,887,891,884,886,901,893,0,896,884,889,0,0,0,0,
Wed Apr  4 06:34:53 2018, 49.20,22.30,72.14,795,820,889,889,893,886,887,891,884,886,901,894,1,896,883,890,0,0,0,0,
Wed Apr  4 06:39:54 2018, 49.30,22.30,72.14,795,822,890,889,893,885,888,891,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 06:44:54 2018, 49.20,22.20,71.96,796,821,889,889,893,885,887,891,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 06:49:54 2018, 49.40,22.30,72.14,795,822,889,889,893,885,887,891,884,886,901,894,0,896,884,890,0,0,0,0,
Wed Apr  4 06:54:54 2018, 49.30,22.30,72.14,795,821,889,890,893,886,887,890,885,886,901,894,0,896,883,890,0,0,0,0,
Wed Apr  4 06:59:54 2018, 49.30,22.30,72.14,795,821,889,889,893,886,887,891,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 07:04:54 2018, 49.30,22.30,72.14,796,822,889,889,892,885,887,891,884,886,901,892,0,896,884,890,0,0,0,0,
Wed Apr  4 07:09:54 2018, 49.30,22.20,71.96,795,821,889,889,893,885,887,891,885,887,901,893,13,896,883,890,0,0,0,0,
Wed Apr  4 07:14:54 2018, 49.30,22.30,72.14,795,821,889,890,893,885,887,891,884,886,901,893,0,896,883,891,0,0,0,0,
Wed Apr  4 07:19:54 2018, 49.30,22.30,72.14,796,821,889,889,892,885,887,891,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 07:24:55 2018, 49.30,22.30,72.14,795,821,890,889,893,886,887,891,885,887,901,893,13,895,883,890,0,0,0,0,
Wed Apr  4 07:29:55 2018, 49.30,22.30,72.14,795,821,889,890,893,886,887,891,885,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 07:34:55 2018, 49.30,22.30,72.14,795,821,889,889,893,886,887,890,884,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 07:39:55 2018, 49.20,22.30,72.14,796,821,889,889,893,885,887,891,884,887,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 07:44:55 2018, 49.30,22.30,72.14,795,821,889,889,893,885,887,891,884,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 07:49:55 2018, 49.10,22.20,71.96,795,821,889,889,893,885,887,890,885,886,900,893,0,896,883,890,0,0,0,0,
Wed Apr  4 07:54:55 2018, 49.10,22.20,71.96,795,821,889,890,893,885,887,891,884,887,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 07:59:55 2018, 49.20,22.30,72.14,795,821,888,889,893,885,887,890,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 08:04:55 2018, 49.30,22.30,72.14,795,821,889,889,893,885,887,891,885,886,901,894,0,896,883,890,0,0,0,0,
Wed Apr  4 08:09:55 2018, 49.30,22.30,72.14,795,820,889,889,893,885,886,891,885,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 08:14:56 2018, 49.20,22.30,72.14,795,821,889,889,893,885,886,891,884,886,901,893,2,896,884,890,0,0,0,0,
Wed Apr  4 08:19:56 2018, 49.30,22.30,72.14,794,821,890,889,892,885,887,891,885,886,901,893,3,897,884,890,0,0,0,0,
Wed Apr  4 08:24:56 2018, 49.30,22.30,72.14,795,821,889,889,893,885,887,891,885,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 08:29:56 2018, 49.40,22.30,72.14,796,820,889,890,893,886,886,891,885,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 08:34:56 2018, 49.40,22.30,72.14,795,821,889,889,893,886,887,891,884,886,902,893,0,896,883,890,0,0,0,0,
Wed Apr  4 08:39:56 2018, 49.50,22.30,72.14,795,821,890,888,893,885,887,891,884,886,901,893,0,896,883,890,0,0,0,0,
Wed Apr  4 08:44:56 2018, 49.50,22.30,72.14,795,821,889,889,893,885,887,890,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 08:49:56 2018, 49.50,22.30,72.14,795,821,889,889,893,885,887,891,884,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 08:54:56 2018, 49.50,22.30,72.14,796,820,889,889,892,886,886,891,885,886,901,893,7,896,883,890,0,0,0,0,
Wed Apr  4 08:59:56 2018, 49.30,22.30,72.14,795,821,889,889,893,884,887,891,884,887,901,893,13,896,883,890,0,0,0,0,
Wed Apr  4 09:04:57 2018, 49.30,22.30,72.14,795,822,889,889,893,885,887,891,885,886,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 09:09:57 2018, 49.30,22.30,72.14,795,821,889,889,893,885,887,891,885,886,901,893,0,896,884,889,0,0,0,0,
Wed Apr  4 09:14:57 2018, 49.20,22.30,72.14,795,821,890,889,893,885,887,891,884,886,901,892,0,896,884,890,0,0,0,0,
Wed Apr  4 09:19:57 2018, 49.30,22.30,72.14,795,821,889,889,893,885,888,890,885,886,900,894,0,896,883,890,0,0,0,0,
Wed Apr  4 09:24:57 2018, 49.30,22.30,72.14,795,821,889,889,893,885,887,891,884,887,901,893,0,896,884,890,0,0,0,0,
Wed Apr  4 09:29:57 2018, 49.30,22.30,72.14,795,821,889,889,894,886,887,891,885,887,900,894,0,896,882,890,0,0,0,0,
Wed Apr  4 09:34:57 2018, 49.30,22.30,72.14,795,821,889,55.00,22.50,72.50,798,822,893,889,893,888,888,887,877,884,900,892,0,897,884,888,0,0,0,0,
Wed Apr  4 09:39:57 2018, 55.00,22.50,72.50,797,822,893,889,893,888,888,887,877,884,900,892,12,897,885,889,0,0,0,0,
Wed Apr  4 09:44:57 2018, 54.90,22.50,72.50,797,823,893,889,893,887,888,887,876,884,900,892,0,896,885,889,0,0,0,0,
Wed Apr  4 09:49:57 2018, 54.90,22.50,72.50,797,823,893,889,893,888,888,887,877,884,900,892,0,897,885,887,0,0,0,0,
Wed Apr  4 09:54:58 2018, 54.90,22.50,72.50,797,822,893,889,893,888,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 09:59:58 2018, 55.00,22.50,72.50,798,822,893,889,892,888,888,887,877,885,900,892,13,897,885,888,0,0,0,0,
Wed Apr  4 10:04:58 2018, 55.10,22.60,72.68,797,823,892,890,893,888,888,886,877,884,900,892,7,897,885,888,0,0,0,0,
Wed Apr  4 10:09:58 2018, 54.90,22.50,72.50,797,822,893,889,892,888,888,887,877,883,900,892,0,897,884,888,0,0,0,0,
Wed Apr  4 10:14:58 2018, 55.00,22.50,72.50,797,823,893,889,893,888,888,886,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 10:19:58 2018, 55.10,22.50,72.50,797,823,893,889,893,887,889,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 10:24:58 2018, 55.10,22.50,72.50,797,821,893,889,893,888,888,887,876,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 10:29:58 2018, 55.10,22.50,72.50,797,822,893,889,893,888,888,888,876,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 10:34:58 2018, 55.00,22.50,72.50,797,822,893,889,893,888,887,887,877,884,900,891,0,897,885,889,0,0,0,0,
Wed Apr  4 10:39:58 2018, 55.00,22.50,72.50,797,823,893,889,892,888,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 10:44:59 2018, 55.00,22.50,72.50,797,823,893,889,893,888,888,887,876,885,900,892,0,897,885,889,0,0,0,0,
Wed Apr  4 10:49:59 2018, 55.00,22.50,72.50,797,823,893,889,892,887,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 10:54:59 2018, 55.00,22.50,72.50,798,824,892,889,893,888,889,886,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 10:59:59 2018, 55.00,22.50,72.50,797,823,892,889,893,888,888,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 11:04:59 2018, 55.00,22.50,72.50,797,823,892,890,892,888,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 11:09:59 2018, 55.00,22.50,72.50,797,822,893,889,893,888,888,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 11:14:59 2018, 55.00,22.50,72.50,798,823,892,888,893,888,889,887,876,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 11:19:59 2018, 55.10,22.50,72.50,797,823,892,889,893,888,889,886,877,884,900,893,0,896,885,888,0,0,0,0,
Wed Apr  4 11:24:59 2018, 55.10,22.50,72.50,797,823,893,889,893,887,889,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 11:29:59 2018, 55.10,22.50,72.50,797,823,893,889,893,888,888,888,877,885,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 11:34:59 2018, 55.10,22.50,72.50,797,823,893,889,893,888,888,887,877,884,900,892,0,896,885,889,0,0,0,0,
Wed Apr  4 11:39:59 2018, 55.10,22.50,72.50,797,824,893,890,893,888,888,887,878,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 11:44:59 2018, 55.10,22.50,72.50,797,823,893,889,893,888,888,887,877,884,899,892,12,897,885,888,0,0,0,0,
Wed Apr  4 11:50:00 2018, 55.10,22.50,72.50,797,823,893,889,893,887,889,887,877,884,900,892,0,897,884,888,0,0,0,0,
Wed Apr  4 11:55:00 2018, 55.10,22.50,72.50,797,823,893,889,893,887,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 12:00:00 2018, 55.10,22.50,72.50,797,823,893,889,893,888,889,887,877,884,900,892,0,897,885,889,0,0,0,0,
Wed Apr  4 12:05:00 2018, 55.20,22.50,72.50,797,822,892,889,892,888,888,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 12:10:00 2018, 55.20,22.50,72.50,797,823,892,889,893,888,888,887,877,884,900,892,0,897,884,888,0,0,0,0,
Wed Apr  4 12:15:00 2018, 55.20,22.50,72.50,797,824,892,889,893,887,889,887,877,884,899,892,0,896,885,888,0,0,0,0,
Wed Apr  4 12:20:00 2018, 55.50,22.60,72.68,797,823,893,889,893,887,889,887,877,884,899,892,0,897,885,888,0,0,0,0,
Wed Apr  4 12:25:00 2018, 55.30,22.50,72.50,797,823,893,889,893,887,888,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 12:30:00 2018, 55.30,22.60,72.68,798,823,893,890,892,888,888,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 12:35:01 2018, 55.10,22.50,72.50,797,824,893,889,892,888,889,887,877,884,900,892,0,896,886,888,0,0,0,0,
Wed Apr  4 12:40:01 2018, 55.20,22.50,72.50,798,823,893,889,892,887,888,887,877,884,900,892,11,897,885,888,0,0,0,0,
Wed Apr  4 12:45:01 2018, 55.10,22.50,72.50,797,823,892,889,892,888,889,886,877,884,900,892,12,897,885,888,0,0,0,0,
Wed Apr  4 12:50:01 2018, 55.20,22.60,72.68,797,823,893,889,893,888,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 12:55:01 2018, 55.30,22.60,72.68,797,824,893,889,893,888,889,887,877,884,899,892,0,897,885,888,0,0,0,0,
Wed Apr  4 13:00:01 2018, 55.30,22.60,72.68,797,823,893,889,893,888,889,887,877,885,900,892,0,897,884,888,0,0,0,0,
Wed Apr  4 13:05:01 2018, 55.30,22.60,72.68,797,823,892,889,893,888,889,886,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 13:10:01 2018, 55.20,22.50,72.50,798,823,893,889,892,888,888,887,877,884,900,892,0,897,885,888,0,0,0,0,
Wed Apr  4 13:15:01 2018, 55.30,22.60,72.68,798,823,893,889,893,888,888,887,877,884,900,892,0,896,885,888,0,0,0,0,
Wed Apr  4 13:20:01 2018, 55.20,22.50,72.50,796,824,892,856.10,22.70,72.86,797,829,890,890,892,887,888,887,878,884,901,891,0,896,885,886,0,0,0,0,
Wed Apr  4 13:25:01 2018, 56.20,22.80,73.04,796,829,890,890,892,887,889,886,879,885,901,892,14,896,885,886,0,0,0,0,
Wed Apr  4 13:30:02 2018, 56.10,22.80,73.04,797,828,891,890,891,887,888,887,879,884,901,892,2,896,885,886,0,0,0,0,
Wed Apr  4 13:35:02 2018, 56.10,22.70,72.86,797,828,890,890,891,887,888,887,878,884,901,892,0,896,885,886,0,0,0,0,
Wed Apr  4 13:40:02 2018, 56.10,22.70,72.86,797,829,890,890,892,887,889,887,878,885,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 13:45:02 2018, 56.00,22.70,72.86,796,829,890,890,892,887,889,887,878,884,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 13:50:02 2018, 56.10,22.80,73.04,796,828,890,890,892,887,888,887,879,885,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 13:55:02 2018, 56.00,22.70,72.86,797,828,890,890,891,887,889,887,879,884,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 14:00:02 2018, 56.20,22.80,73.04,797,828,890,890,892,887,889,886,878,885,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 14:05:02 2018, 56.10,22.70,72.86,797,828,890,890,892,886,888,887,878,885,900,892,14,896,885,887,0,0,0,0,
Wed Apr  4 14:10:02 2018, 56.10,22.70,72.86,797,829,890,890,892,887,889,887,876,885,898,892,0,896,885,887,0,0,0,0,
Wed Apr  4 14:15:02 2018, 56.10,22.70,72.86,797,828,890,890,892,887,889,887,878,885,900,892,0,896,885,886,0,0,0,0,
Wed Apr  4 14:20:02 2018, 56.00,22.70,72.86,796,829,890,891,891,887,889,886,878,884,901,892,0,896,884,887,0,0,0,0,
Wed Apr  4 14:25:02 2018, 56.00,22.70,72.86,797,829,890,890,892,887,889,886,878,885,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 14:30:02 2018, 56.10,22.70,72.86,797,828,890,890,892,887,888,887,878,884,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 14:35:02 2018, 56.10,22.70,72.86,797,829,890,890,892,887,889,887,878,885,901,892,0,896,885,886,0,0,0,0,
Wed Apr  4 14:40:02 2018, 56.10,22.70,72.86,797,829,890,890,891,887,889,887,879,884,901,892,8,896,884,888,0,0,0,0,
Wed Apr  4 14:45:03 2018, 56.10,22.70,72.86,797,829,890,890,892,887,888,887,878,885,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 14:50:03 2018, 56.20,22.70,72.86,797,828,890,890,892,887,888,886,879,885,901,891,0,896,885,887,0,0,0,0,
Wed Apr  4 14:55:03 2018, 56.10,22.70,72.86,798,829,890,890,892,886,889,887,878,885,900,892,0,896,885,887,0,0,0,0,
Wed Apr  4 15:00:03 2018, 56.10,22.70,72.86,797,829,890,890,892,887,889,887,878,885,901,892,0,896,885,888,0,0,0,0,
Wed Apr  4 15:05:03 2018, 56.10,22.70,72.86,797,828,890,891,892,887,888,887,878,884,901,892,0,896,885,887,0,0,0,0,
Wed Apr  4 15:10:03 2018, 56.10,22.70,72.86,797,828,890,890,892,887,888,887,878,884,901,892,12,896,885,888,0,0,0,0,
Wed Apr  4 15:15:03 2018, 56.20,22.80,73.04,797,829,888,890,891,887,889,885,879,884,901,892,0,896,885,888,0,0,0,0,
Wed Apr  4 15:20:03 2018, 56.20,22.70,72.86,796,829,890,890,892,887,889,886,878,885,901,892,0,896,885,888,0,0,0,0,
Wed Apr  4 15:25:03 2018, 56.30,22.70,72.86,797,829,890,889,892,887,889,887,878,885,901,892,0,896,885,888,0,0,0,0,
